#: table_doi: 10.17182/hepdata.61925.v1/t26
#: name: Table 26
#: description: pT-differential invariant yield of proton and antiproton for centrality 40-50%.

#: data_file: Table_26.yaml
#: keyword reactions: PB PB --> P X | PB PB --> PBAR X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,40.0-50.0
#: RE,,,PB PB --> P X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.32499999999999996,0.3,0.35,1.155,0.039,-0.039,0.139,-0.139,2.4%,-2.4%
0.375,0.35,0.4,1.155,0.032,-0.032,0.137,-0.137,2.4%,-2.4%
0.42500000000000004,0.4,0.45,1.146,0.026,-0.026,0.132,-0.132,2.4%,-2.4%
0.475,0.45,0.5,0.9682,0.015,-0.015,0.1226,-0.1226,2.4%,-2.4%
0.525,0.5,0.55,0.9682,0.0145,-0.0145,0.1331,-0.1331,2.4%,-2.4%
0.575,0.55,0.6,0.9506,0.0137,-0.0137,0.1209,-0.1209,2.4%,-2.4%
0.625,0.6,0.65,0.8962,0.0117,-0.0117,0.0844,-0.0844,2.4%,-2.4%
0.675,0.65,0.7,0.8522,0.0111,-0.0111,0.0711,-0.0711,2.4%,-2.4%
0.725,0.7,0.75,0.8315,0.0124,-0.0124,0.0637,-0.0637,2.4%,-2.4%
0.775,0.75,0.8,0.8048,0.0122,-0.0122,0.062,-0.062,2.4%,-2.4%
0.825,0.8,0.85,0.787,0.0122,-0.0122,0.0622,-0.0622,2.4%,-2.4%
0.875,0.85,0.9,0.7399,0.0119,-0.0119,0.0558,-0.0558,2.4%,-2.4%
0.925,0.9,0.95,0.7013,0.0116,-0.0116,0.0499,-0.0499,2.4%,-2.4%
0.975,0.95,1.0,0.6373,0.0109,-0.0109,0.0421,-0.0421,2.4%,-2.4%
1.05,1.0,1.1,0.5839,0.0075,-0.0075,0.0359,-0.0359,2.4%,-2.4%
1.15,1.1,1.2,0.5033,0.0071,-0.0071,0.0298,-0.0298,2.4%,-2.4%
1.25,1.2,1.3,0.4278,0.0067,-0.0067,0.0247,-0.0247,2.4%,-2.4%
1.35,1.3,1.4,0.3542,0.0058,-0.0058,0.0209,-0.0209,2.4%,-2.4%
1.45,1.4,1.5,0.2971,0.0053,-0.0053,0.0167,-0.0167,2.4%,-2.4%
1.55,1.5,1.6,0.2465,0.0049,-0.0049,0.0135,-0.0135,2.4%,-2.4%
1.65,1.6,1.7,0.2019,0.0044,-0.0044,0.0109,-0.0109,2.4%,-2.4%
1.75,1.7,1.8,0.1671,0.004,-0.004,0.0091,-0.0091,2.4%,-2.4%
1.85,1.8,1.9,0.1313,0.0024,-0.0024,0.0091,-0.0091,2.4%,-2.4%
1.95,1.9,2.0,0.1121,0.0023,-0.0023,0.0078,-0.0078,2.4%,-2.4%
2.05,2.0,2.1,0.08757,0.00191,-0.00191,0.00614,-0.00614,2.4%,-2.4%
2.1500000000000004,2.1,2.2,0.07279,0.00177,-0.00177,0.00517,-0.00517,2.4%,-2.4%
2.25,2.2,2.3,0.05658,0.00143,-0.00143,0.00409,-0.00409,2.4%,-2.4%
2.3499999999999996,2.3,2.4,0.04679,0.00131,-0.00131,0.00346,-0.00346,2.4%,-2.4%
2.45,2.4,2.5,0.0367,0.00105,-0.00105,0.00278,-0.00278,2.4%,-2.4%
2.55,2.5,2.6,0.03023,0.00094,-0.00094,0.00236,-0.00236,2.4%,-2.4%
2.6500000000000004,2.6,2.7,0.02444,0.0008,-0.0008,0.00197,-0.00197,2.4%,-2.4%
2.75,2.7,2.8,0.01977,0.0007,-0.0007,0.00165,-0.00165,2.4%,-2.4%
2.8499999999999996,2.8,2.9,0.01578,0.0006,-0.0006,0.00137,-0.00137,2.4%,-2.4%
2.95,2.9,3.0,0.01374,0.00057,-0.00057,0.00125,-0.00125,2.4%,-2.4%
3.1,3.0,3.2,0.009758,0.000314,-0.000314,0.000947,-0.000947,2.4%,-2.4%
3.3,3.2,3.4,0.00643,0.000238,-0.000238,0.000687,-0.000687,2.4%,-2.4%
3.5,3.4,3.6,0.0043,0.000177,-0.000177,0.000509,-0.000509,2.4%,-2.4%
3.7,3.6,3.8,0.002726,0.000125,-0.000125,0.000358,-0.000358,2.4%,-2.4%
3.9,3.8,4.0,0.001838,9.2e-05,-9.2e-05,0.000268,-0.000268,2.4%,-2.4%
4.1,4.0,4.2,0.0013,7.5e-05,-7.5e-05,0.000211,-0.000211,2.4%,-2.4%
4.300000000000001,4.2,4.4,0.0009413,6.38e-05,-6.38e-05,0.0001695,-0.0001695,2.4%,-2.4%
4.5,4.4,4.6,0.000702,5.89e-05,-5.89e-05,0.0001401,-0.0001401,2.4%,-2.4%

#: CENTRALITY [pct],,,40.0-50.0
#: RE,,,PB PB --> PBAR X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
